,miRNA,ceRNA,species,database,type
1071011,hsa-miR-15b-5p,PPP6R3,Homo sapiens,NPInter_4.0;miRTarBase_9.0;RNAInter;miRDB_6.0;miRWalk,miRNA-mRNA;miRNA-lncRNA
1071022,hsa-miR-15b-5p,PRDX3,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1071055,hsa-miR-15b-5p,PRR3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071060,hsa-miR-15b-5p,PRRC2B,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071107,hsa-miR-15b-5p,PTPRM,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071128,hsa-miR-15b-5p,RAB10,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071154,hsa-miR-15b-5p,RAD51,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071191,hsa-miR-15b-5p,RBM25,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071209,hsa-miR-15b-5p,RCN2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071234,hsa-miR-15b-5p,RFWD2,Homo sapiens,NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1071272,hsa-miR-15b-5p,RNF111,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071273,hsa-miR-15b-5p,RNF125,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071299,hsa-miR-15b-5p,RNH1,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1071372,hsa-miR-15b-5p,RPL4,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071378,hsa-miR-15b-5p,RPP14,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071381,hsa-miR-15b-5p,RPP30,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071428,hsa-miR-15b-5p,S1PR1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071450,hsa-miR-15b-5p,SAT1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071461,hsa-miR-15b-5p,SCAMP3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071462,hsa-miR-15b-5p,SCAMP4,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1071467,hsa-miR-15b-5p,SCARB1,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071498,hsa-miR-15b-5p,SEH1L,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071541,hsa-miR-15b-5p,SFXN1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071546,hsa-miR-15b-5p,SGK1,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071568,hsa-miR-15b-5p,SIAH1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071666,hsa-miR-15b-5p,SLC9A1,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1071738,hsa-miR-15b-5p,SNX5,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071810,hsa-miR-15b-5p,SRSF11,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071811,hsa-miR-15b-5p,SRSF2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071824,hsa-miR-15b-5p,ST3GAL3,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071846,hsa-miR-15b-5p,STK25,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071870,hsa-miR-15b-5p,SUGT1,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071879,hsa-miR-15b-5p,SURF4,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071943,hsa-miR-15b-5p,TBC1D5,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071951,hsa-miR-15b-5p,TBL1XR1,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1071954,hsa-miR-15b-5p,TBPL1,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1071956,hsa-miR-15b-5p,TBRG1,Homo sapiens,RNAInter;miRWalk;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1071968,hsa-miR-15b-5p,TCF3,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1071973,hsa-miR-15b-5p,TCTN1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071987,hsa-miR-15b-5p,TFAP4,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071991,hsa-miR-15b-5p,TFDP2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1071993,hsa-miR-15b-5p,TFG,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072035,hsa-miR-15b-5p,TMCC1,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072049,hsa-miR-15b-5p,TMEM138,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1072057,hsa-miR-15b-5p,TMEM167B,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072082,hsa-miR-15b-5p,TMEM259,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072088,hsa-miR-15b-5p,TMEM41A,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072099,hsa-miR-15b-5p,TMEM86B,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072143,hsa-miR-15b-5p,TPD52,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1072181,hsa-miR-15b-5p,TRIM65,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072197,hsa-miR-15b-5p,TSC22D2,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1072220,hsa-miR-15b-5p,TTL,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072247,hsa-miR-15b-5p,TXNIP,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1072272,hsa-miR-15b-5p,UBE2V1,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1072284,hsa-miR-15b-5p,UBP1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072289,hsa-miR-15b-5p,UBR3,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1072306,hsa-miR-15b-5p,UPF1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072355,hsa-miR-15b-5p,VEGFA,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1072379,hsa-miR-15b-5p,WAC,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1072403,hsa-miR-15b-5p,WEE1,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1072410,hsa-miR-15b-5p,WIPI2,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1072465,hsa-miR-15b-5p,ZBTB20,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072486,hsa-miR-15b-5p,ZCCHC2,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072501,hsa-miR-15b-5p,ZFAND5,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1072512,hsa-miR-15b-5p,ZHX1,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072521,hsa-miR-15b-5p,ZMYM6,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072589,hsa-miR-15b-5p,ZNF652,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072611,hsa-miR-15b-5p,ZNF91,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1072631,hsa-miR-15b-5p,ZYX,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072726,hsa-miR-16-1-3p,ANAPC10,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072779,hsa-miR-16-1-3p,ARIH1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072785,hsa-miR-16-1-3p,ARL8B,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1072797,hsa-miR-16-1-3p,ASH1L,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072827,hsa-miR-16-1-3p,AUP1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072848,hsa-miR-16-1-3p,BIRC6,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072926,hsa-miR-16-1-3p,CARS2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072960,hsa-miR-16-1-3p,CCNE2,Homo sapiens,miRDB_6.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072961,hsa-miR-16-1-3p,CCNG1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072965,hsa-miR-16-1-3p,CD151,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1072993,hsa-miR-16-1-3p,CDKN1A,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073022,hsa-miR-16-1-3p,CHEK1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073137,hsa-miR-16-1-3p,DCP2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073148,hsa-miR-16-1-3p,DDX5,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073165,hsa-miR-16-1-3p,DLD,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073174,hsa-miR-16-1-3p,DNAJC19,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073200,hsa-miR-16-1-3p,DUSP19,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1073223,hsa-miR-16-1-3p,EGLN2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073235,hsa-miR-16-1-3p,EIF4G1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073246,hsa-miR-16-1-3p,EML4,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073255,hsa-miR-16-1-3p,EPC1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073284,hsa-miR-16-1-3p,FAM135A,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073370,hsa-miR-16-1-3p,GBF1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073375,hsa-miR-16-1-3p,GCNT2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073395,hsa-miR-16-1-3p,GOLGA1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073449,hsa-miR-16-1-3p,GTPBP1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073466,hsa-miR-16-1-3p,HECTD1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073509,hsa-miR-16-1-3p,IAH1,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073668,hsa-miR-16-1-3p,LY75,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073706,hsa-miR-16-1-3p,MCRS1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073739,hsa-miR-16-1-3p,MKLN1,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1073764,hsa-miR-16-1-3p,MRPL3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073803,hsa-miR-16-1-3p,NAE1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1073807,hsa-miR-16-1-3p,NARF,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1074003,hsa-miR-16-1-3p,NSUN3,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1074061,hsa-miR-16-1-3p,PARP16,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1074062,hsa-miR-16-1-3p,PARP8,Homo sapiens,miRDB_6.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1074086,hsa-miR-16-1-3p,PDHX,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1074146,hsa-miR-16-1-3p,PNISR,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1074174,hsa-miR-16-1-3p,PPFIBP2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1074305,hsa-miR-16-1-3p,RIC8A,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1074423,hsa-miR-16-1-3p,S1PR1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1074532,hsa-miR-16-1-3p,SLC52A2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1074605,hsa-miR-16-1-3p,SRSF11,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1074668,hsa-miR-16-1-3p,TBL1XR1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1074670,hsa-miR-16-1-3p,TBRG1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1074691,hsa-miR-16-1-3p,TFAP4,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1074713,hsa-miR-16-1-3p,TMCC1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1074717,hsa-miR-16-1-3p,TMEM167B,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1074796,hsa-miR-16-1-3p,TSC22D2,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1074818,hsa-miR-16-1-3p,TXNIP,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1074832,hsa-miR-16-1-3p,UBE2V1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1074839,hsa-miR-16-1-3p,UBR3,Homo sapiens,miRDB_6.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1074871,hsa-miR-16-1-3p,VEGFA,Homo sapiens,RNAInter;miRWalk;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1074931,hsa-miR-16-1-3p,ZCCHC2,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1074948,hsa-miR-16-1-3p,ZHX1,Homo sapiens,miRDB_6.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1075015,hsa-miR-16-1-3p,ZYX,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1078316,hsa-miR-16-5p,MCM3AP-AS1,Homo sapiens,RNAInter;ENCORI;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1080190,hsa-miR-16-5p,UCA1,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1084679,hsa-miR-17-5p,HCP5,Homo sapiens,RNAInter;ENCORI;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1085077,hsa-miR-17-5p,LINC00598,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1087123,hsa-miR-17-5p,TP53COR1,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1091225,hsa-miR-181a-2-3p,FAM27E2,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1094420,hsa-miR-181a-5p,DSCR8,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1095358,hsa-miR-181a-5p,MEG3,Homo sapiens,RNAInter;ENCORI;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1100776,hsa-miR-181b-5p,MEG3,Homo sapiens,RNAInter;ENCORI;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1112507,hsa-miR-181d-5p,MEG3,Homo sapiens,RNAInter;ENCORI;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1114877,hsa-miR-182-3p,ATP6V1E1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1114921,hsa-miR-182-3p,BNIP2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1114945,hsa-miR-182-3p,C1orf112,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1115029,hsa-miR-182-3p,CD164,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1115067,hsa-miR-182-3p,CFLAR,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1115091,hsa-miR-182-3p,CLOCK,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1115093,hsa-miR-182-3p,CLTC,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1115098,hsa-miR-182-3p,CNBP,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1115143,hsa-miR-182-3p,CSNK1E,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1115248,hsa-miR-182-3p,DTL,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1115382,hsa-miR-182-3p,FOXK2,Homo sapiens,NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1115531,hsa-miR-182-3p,HSDL1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1115806,hsa-miR-182-3p,MMS22L,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1115904,hsa-miR-182-3p,NKRF,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1116156,hsa-miR-182-3p,PNN,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1116243,hsa-miR-182-3p,RAB3IP,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1116253,hsa-miR-182-3p,RANBP1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1116428,hsa-miR-182-3p,SEC31A,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1116456,hsa-miR-182-3p,SGK1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1116474,hsa-miR-182-3p,SHMT2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1116591,hsa-miR-182-3p,SRGAP3,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1116609,hsa-miR-182-3p,STAU2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1116661,hsa-miR-182-3p,TCHP,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1116851,hsa-miR-182-3p,USP33,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1116899,hsa-miR-182-3p,YPEL4,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
1117250,hsa-miR-182-5p,ARMCX5-GPRASP2,Homo sapiens,miRWalk;ENCORI,miRNA-mRNA;miRNA-lncRNA
1123470,hsa-miR-1825,TMEM105,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
1124177,hsa-miR-1827,C17orf102,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
